date,type,address,city,zip,price,beds,baths,neighborhood,sqft,lotsize,year,hoa,url,mls,latitude,longitude,dist
April-26-2023,multifamily,8 Suffolk St,Cambridge,2139,2200000,6,3,Cambridge,2970,2760,1903,NA,https://www.redfin.com/MA/Cambridge/8-Suffolk-St-02139/home/11558364,73078441,42.365941,-71.0989842,1.85386918
August-2-2023,multifamily,17 Marcella St,Cambridge,2141,1650000,7,3,East Cambridge,3111,3571,1903,NA,https://www.redfin.com/MA/Cambridge/17-Marcella-St-02141/home/11554562,73103503,42.371541,-71.0895327,2.434217604
July-21-2023,singlefamily,8 Kenway St,Cambridge,2139,2975000,4,4,West Cambridge,2314,1965,1903,NA,https://www.redfin.com/MA/Cambridge/8-Kenway-St-02138/home/11587821,73125226,42.3757375,-71.1321097,1.1040567
June-15-2023,condo,127 Cherry St #3,Cambridge,2139,855000,2,1,Area 4-The Port,1010,NA,1903,180,https://www.redfin.com/MA/Cambridge/127-Cherry-St-02139/unit-3/home/180929151,73100777,42.365611,-71.0970617,2.011568477
March-31-2023,singlefamily,15 Kirkland Rd,Cambridge,2138,2800000,5,3.5,Harvard Square,3938,4185,1903,NA,https://www.redfin.com/MA/Cambridge/15-Kirkland-Rd-02138/home/11572569,73080835,42.3764909,-71.1116847,0.682256432
May-15-2023,condo,26A Plymouth St #3,Cambridge,2141,606000,2,1,East Cambridge,810,NA,1903,203,https://www.redfin.com/MA/Cambridge/26A-Plymouth-St-02141/unit-3/home/185244233,73104097,42.3687432,-71.0919936,2.285923462
May-24-2023,condo,22 Mcternan St #3,Cambridge,2139,1518000,3,2,Cambridgeport,1673,NA,1903,300,https://www.redfin.com/MA/Cambridge/22-McTernan-St-02139/unit-3/home/11561160,73097756,42.361019,-71.108271,1.655329092
November-4-2022,condo,15 Howard St #2,Cambridge,2139,800000,2,2,Riverside,985,NA,1903,235,https://www.redfin.com/MA/Cambridge/15-Howard-St-02139/unit-2/home/179752124,73042029,42.3640889,-71.1108127,1.254758308
October-24-2022,condo,80 Berkshire St #1,Cambridge,2141,1289000,3,2,Cambridge,1425,NA,1903,150,https://www.redfin.com/MA/Cambridge/80-Berkshire-St-02141/unit-1/home/181482351,73032864,42.3702821,-71.090657,2.360043533
October-31-2022,condo,80 Berkshire St #3,Cambridge,2141,1220000,3,2,Cambridge,1210,NA,1903,175,https://www.redfin.com/MA/Cambridge/80-Berkshire-St-02141/unit-3/home/182088486,73043556,42.3702821,-71.090657,2.360043533
October-7-2022,condo,84 Berkshire #6,Cambridge,2141,1135000,3,2,Cambridge,1322,NA,1903,150,https://www.redfin.com/MA/Cambridge/84-Berkshire-St-02141/unit-6/home/181250724,73029029,42.3704011,-71.090622,2.360849958
September-8-2023,condo,20 St. Paul St #1,Cambridge,2139,895000,2,1,Mid Cambridge,1035,NA,1903,225,https://www.redfin.com/MA/Cambridge/20-Saint-Paul-St-02139/unit-1/home/11562236,73124858,42.3681669,-71.1034066,1.417904156
June-20-2023,condo,32 Cambridge Ter #3,Cambridge,2140,978000,2,2,Cambridge,1066,NA,1904,145,https://www.redfin.com/MA/Cambridge/32-Cambridge-Ter-02140/unit-3/home/185082512,73097929,42.3878016,-71.1236129,1.625784031
March-1-2023,condo,4 Arlington St Unit 12A,Cambridge,2140,938000,3,1,Cambridge,1430,NA,1904,903,https://www.redfin.com/MA/Cambridge/4-Arlington-St-02140/unit-12A/home/11577860,73073173,42.3863665,-71.1199336,1.423232328
April-12-2023,multifamily,61 Lowden Ave,Somerville,2144,1625000,6,3.5,Somerville,3460,4037,1905,NA,https://www.redfin.com/MA/Somerville/61-Lowden-Ave-02144/home/8695964,73083243,42.3984147,-71.1151369,2.780561709
August-28-2023,condo,35 Pinckney St #2,Somerville,2145,565000,2,1,Somerville,861,NA,1905,190,https://www.redfin.com/MA/Somerville/35-Pinckney-St-02145/unit-2/home/8758965,73138323,42.3834963,-71.0818871,3.244635942
February-2-2023,multifamily,93 Lowden Ave,Somerville,2144,1299000,5,3,Somerville,3384,5225,1905,NA,https://www.redfin.com/MA/Somerville/93-Lowden-Ave-02144/home/8696291,73058009,42.3973792,-71.1158162,2.660001425
February-27-2023,multifamily,314 Lowell St,Somerville,2145,900000,4,2,Magoun Square,1900,5100,1905,NA,https://www.redfin.com/MA/Somerville/314-Lowell-St-02145/home/8703231,73063959,42.3947384,-71.1050529,2.617692135
June-6-2023,townhouse,64 Sacramento #64,Cambridge,2138,1900000,3,2,Agassiz,2220,NA,1905,227,https://www.redfin.com/MA/Cambridge/64-Sacramento-St-02138/unit-64/home/185382411,73109797,42.3824479,-71.1137471,1.075502782
June-9-2023,condo,9 James St #1,Somerville,2145,670000,2,2,Somerville,1100,NA,1905,250,https://www.redfin.com/MA/Somerville/9-James-St-02145/unit-1/home/16903918,73102794,42.3880194,-71.0935529,2.63725556
May-11-2023,condo,44 Radcliffe #1,Somerville,2145,755000,2,1,Somerville,1170,NA,1905,204,https://www.redfin.com/MA/Somerville/44-Radcliffe-Rd-02145/unit-1/home/52208203,73097302,42.3891466,-71.094965,2.627005003
May-12-2023,multifamily,250 Highland Ave,Somerville,2143,1600000,8,3,Spring Hill,3429,4251,1905,NA,https://www.redfin.com/MA/Somerville/250-Highland-Ave-02143/home/8705447,73104568,42.3909991,-71.1101713,2.068440314
May-30-2023,multifamily,42 Liberty Ave,Somerville,2144,1625000,7,3,Powderhouse,4098,4098,1905,NA,https://www.redfin.com/MA/Somerville/42-Liberty-Ave-02144/home/8695910,73092764,42.3994621,-71.1158261,2.890759264
October-18-2022,singlefamily,52 Hinckley,Somerville,2145,820000,3,1,Somerville,1146,1797,1905,NA,https://www.redfin.com/MA/Somerville/52-Hinckley-St-02145/home/8703441,73033344,42.395756,-71.1060949,2.684971045
September-18-2023,singlefamily,69 Clarendon Ae,Somerville,2144,949000,3,1,Somerville,1123,3920,1905,NA,https://www.redfin.com/MA/Somerville/69-Clarendon-Ave-02144/home/8687796,73136639,42.401744,-71.130051,3.262074102
September-28-2023,multifamily,39 Pearson Rd,Somerville,2144,1325000,7,3,Somerville,3400,5762,1905,NA,https://www.redfin.com/MA/Somerville/39-Pearson-Rd-02144/home/11798127,73147195,42.4018221,-71.1146699,3.161778252
July-24-2023,multifamily,52-54 Gold Star Rd,Cambridge,2140,1735000,5,2.5,North Cambridge,2623,2275,1906,NA,https://www.redfin.com/MA/Cambridge/52-Gold-Star-Rd-02140/home/181045919,73123792,42.3994141,-71.1301013,3.015095787
June-23-2023,condo,16 Woodbridge St #16,Cambridge,2140,906000,2,1,North Cambridge,1177,NA,1906,145,https://www.redfin.com/MA/Cambridge/16-Woodbridge-St-02140/unit-16/home/185312277,73106875,42.3961082,-71.1272832,2.596518575
March-16-2023,multifamily,305-307 Medford St,Somerville,2143,2475000,9,6,Somerville,7530,4219,1906,NA,https://www.redfin.com/MA/Somerville/305-Medford-St-02143/home/184906153,73093843,42.3862483,-71.0939873,2.492579468
July-7-2023,condo,1 Warwick Park #1,Cambridge,2140,1027000,2,1,Cambridge,1018,NA,1908,183,https://www.redfin.com/MA/Cambridge/1-Warwick-Park-02140/unit-1/home/137359644,73112531,42.3920194,-71.1251092,2.111076391
April-14-2023,condo,301 Huron Ave #1,Cambridge,2138,1535000,3,3,West Cambridge,2375,NA,1909,255,https://www.redfin.com/MA/Cambridge/301-Huron-Ave-02138/unit-1/home/116939512,73081066,42.3816,-71.1361793,1.669989746
April-28-2023,condo,183-185 Rindge #1,Cambridge,2140,503000,1,1,Porter Square,541,NA,1909,211,https://www.redfin.com/MA/Cambridge/183-185-Rindge-Ave-02140/unit-1/home/39915311,73090084,42.3935351,-71.1318844,2.459083482
February-24-2023,condo,4 Avon St #2,Cambridge,2138,883000,2,1,Porter Square,1000,NA,1909,613,https://www.redfin.com/MA/Cambridge/4-Avon-St-02138/unit-2/home/11577345,73073498,42.3815502,-71.1219615,0.917908589
June-6-2023,condo,10 Dana St #411,Cambridge,2138,620000,1,1,Harvard Square,713,NA,1909,503,https://www.redfin.com/MA/Cambridge/10-Dana-St-02138/unit-411/home/11565559,73105942,42.3702591,-71.1096176,0.856570338
November-17-2022,condo,10 Dana St #305,Cambridge,2138,851000,2,1,Harvard Square,881,NA,1909,498,https://www.redfin.com/MA/Cambridge/10-Dana-St-02138/unit-305/home/11565506,73050583,42.3702591,-71.1096176,0.856570338
October-7-2022,condo,59 Magazine St Unit B,Cambridge,2139,630000,2,1,Cambridge,913,NA,1909,309,https://www.redfin.com/MA/Cambridge/59-Magazine-St-02139/unit-B/home/12427661,73015573,42.3621691,-71.1079018,1.566011865
April-11-2023,condo,150 Lowell St #3,Somerville,2143,765000,2,1,Somerville,992,NA,1910,100,https://www.redfin.com/MA/Somerville/150-Lowell-St-02143/unit-3/home/104973995,73083269,42.3894542,-71.1087137,1.957098078
April-12-2023,condo,285 Harvard #411,Cambridge,2139,563000,1,1,Cambridge,601,NA,1910,349,https://www.redfin.com/MA/Cambridge/285-Harvard-St-02139/unit-411/home/11562552,73087279,42.3694716,-71.1041411,1.305581705
April-7-2023,condo,252 Summer St #1,Somerville,2143,950000,2,2,Somerville,1050,NA,1910,200,https://www.redfin.com/MA/Somerville/252-Summer-St-02143/unit-1/home/8759770,73082325,42.390042,-71.1132253,1.890907125
August-15-2023,multifamily,31 Conwell Ave,Somerville,2144,1050000,5,2,Somerville,2126,5000,1910,NA,https://www.redfin.com/MA/Somerville/31-Conwell-Ave-02144/home/8685828,73137105,42.407475,-71.1262106,3.817263131
December-21-2022,singlefamily,14 Mondamin Ct,Somerville,2143,713000,3,1,Somerville,1320,1771,1910,NA,https://www.redfin.com/MA/Somerville/14-Mondamin-Ct-02143/home/8750557,72985135,42.38158,-71.109464,1.184934763
December-8-2022,multifamily,24 Meacham St,Somerville,2145,895000,4,2,Somerville,2066,2178,1910,NA,https://www.redfin.com/MA/Somerville/24-Meacham-St-02145/home/8713880,73050215,42.3976542,-71.0969688,3.232883612
February-9-2023,multifamily,26 Hamilton St,Medford,2155,1137500,7,3.5,Medford,2688,4740,1910,NA,https://www.redfin.com/MA/Medford/26-Hamilton-St-02155/home/8683299,73053977,42.4126868,-71.1279262,4.41257405
July-10-2023,condo,84-86 Adams #1,Medford,2155,680000,2,2,Tufts University,936,NA,1910,179,https://www.redfin.com/MA/Medford/84-Adams-St-02155/unit-1/home/11802458,73122057,42.4097847,-71.1265525,4.075640118
July-10-2023,multifamily,122-124 Albion St,Somerville,2144,1600000,9,3,Magoun Square,3741,5430,1910,NA,https://www.redfin.com/MA/Somerville/122-Albion-St-02144/home/8704675,73093051,42.39195,-71.108941,2.20381609
July-25-2023,condo,58 Simpson Ave #1,Somerville,2144,1225000,3,3.5,Somerville,1976,NA,1910,200,https://www.redfin.com/MA/Somerville/58-Simpson-Ave-02144/unit-1/home/184810431,73122093,42.4008448,-71.1230625,3.051215544
July-26-2023,condo,58 Simpson Ave #2,Somerville,2144,1430000,4,3,Davis Square,2060,NA,1910,200,https://www.redfin.com/MA/Somerville/58-Simpson-Ave-02144/unit-2/home/184810029,73120446,42.4008448,-71.1230625,3.051215544
July-28-2023,condo,19 Lewis St #2,Somerville,2143,749000,2,1,Somerville,1001,NA,1910,196,https://www.redfin.com/MA/Somerville/19-Lewis-St-02143/unit-2/home/11922364,73117742,42.3776463,-71.1028953,1.3988941
July-31-2023,condo,254 Summer St #2,Somerville,2143,625000,1,1,Spring Hill,696,NA,1910,300,https://www.redfin.com/MA/Somerville/254-Summer-St-02143/unit-2/home/8756153,73122352,42.3900967,-71.1133559,1.894141888
July-7-2023,condo,58 Conwell Ave #1,Somerville,2144,780000,2,2,West Somerville,971,NA,1910,225,https://www.redfin.com/MA/Somerville/58-Conwell-Ave-02144/unit-1/home/40298840,73118230,42.4076165,-71.1275599,3.851542711
June-1-2023,condo,26 Chatham St #1,Cambridge,2139,955000,2,2,Harvard Square,994,NA,1910,236,https://www.redfin.com/MA/Cambridge/26-Chatham-St-02139/unit-1/home/11564840,73100576,42.371126,-71.1082959,0.922386816
June-15-2023,condo,53 Aberdeen Ave #3,Cambridge,2138,800000,2,1,West Cambridge,1022,NA,1910,250,https://www.redfin.com/MA/Cambridge/53-Aberdeen-Ave-02138/unit-3/home/109162625,73103256,42.3767854,-71.1462395,2.267985736
June-21-2023,multifamily,10 Watson,Somerville,2144,1450000,5,3,Davis Square,2799,2675,1910,NA,https://www.redfin.com/MA/Somerville/10-Watson-St-02144/home/8686882,73119427,42.4048235,-71.129027,3.57221505
June-28-2023,condo,304 Allston St #2,Cambridge,2139,840000,2,1,Cambridgeport,869,NA,1910,188,https://www.redfin.com/MA/Cambridge/304-Allston-St-02139/unit-2/home/11600267,73118410,42.3604663,-71.1117745,1.57820175
June-30-2023,condo,10 Spencer Ave #1,Somerville,2144,932626,2,2,Davis Square,1264,NA,1910,227,https://www.redfin.com/MA/Somerville/10-Spencer-Ave-02144/unit-1/home/101850407,73105863,42.3929323,-71.1125758,2.215943628
June-9-2023,multifamily,326 Lowell St,Somerville,2145,1000000,4,2.5,Magoun Square,2368,7660,1910,NA,https://www.redfin.com/MA/Somerville/326-Lowell-St-02145/home/66763983,73100889,42.39508,-71.1047453,2.66296151
May-10-2023,condo,32 Cedar #2,Somerville,2143,1290000,3,3,Spring Hill,1769,NA,1910,240,https://www.redfin.com/MA/Somerville/32-Cedar-St-02143/unit-2/home/8702583,73090506,42.3893227,-71.1146648,1.786176656
May-16-2023,condo,18 Centre St Unit G1,Cambridge,2139,459000,0,1,Mid Cambridge,453,NA,1910,279,https://www.redfin.com/MA/Cambridge/18-Centre-St-02139/unit-G1/home/12427476,73103121,42.3694826,-71.1094333,0.910553647
May-19-2023,singlefamily,90 Moreland St,Somerville,2145,760000,2,1,Somerville,1328,5405,1910,NA,https://www.redfin.com/MA/Somerville/90-Moreland-St-02145/home/8713553,73095067,42.3989205,-71.0963952,3.37629245
May-23-2023,condo,111 Cedar St Unit A,Somerville,2144,1100000,3,2.5,Somerville,1611,NA,1910,138,https://www.redfin.com/MA/Somerville/111-Cedar-St-02144/unit-A/home/185044265,73097080,42.3925355,-71.1119682,2.185753413
May-31-2023,singlefamily,32 Gorham St,Somerville,2144,2300000,4,3.5,Davis Square,2739,4296,1910,NA,https://www.redfin.com/MA/Somerville/32-Gorham-St-02144/home/8692824,73103287,42.3988325,-71.1258416,2.864644731
May-5-2023,condo,16 Cross Street East #2,Somerville,2145,585000,2,1,Somerville,876,NA,1910,254,https://www.redfin.com/MA/Somerville/16-Cross-St-E-02145/unit-2/home/8756996,73089132,42.3892877,-71.0855825,3.255852028
November-30-2022,condo,83 Willow Ave #2,Somerville,2144,515000,2,1,Davis Square,709,NA,1910,150,https://www.redfin.com/MA/Somerville/83-Willow-Ave-02144/unit-2/home/8682585,73054948,42.3938867,-71.1166886,2.266288488
October-13-2022,condo,29 Harris Rd #1,Medford,2155,629000,2,1,Medford Hillside,1278,NA,1910,NA,https://www.redfin.com/MA/Medford/29-Harris-Rd-02155/unit-1/home/52974572,73039704,42.4140826,-71.1283033,4.570946982
October-17-2022,singlefamily,35 Henderson St,Arlington,2474,1200777,3,2.5,Arlington,1668,6072,1910,NA,https://www.redfin.com/MA/Arlington/35-Henderson-St-02474/home/8407468,73033039,42.4030661,-71.1363239,3.576061086
October-18-2022,multifamily,77 Bromfield Rd,Somerville,2144,1600000,7,2,Tufts University,3195,3440,1910,NA,https://www.redfin.com/MA/Somerville/77-Bromfield-Rd-02144/home/8742917,73029127,42.4039012,-71.1162017,3.380951515
October-18-2022,townhouse,66 Oxford St #1,Cambridge,2138,1405000,3,2,Cambridge,1442,NA,1910,434,https://www.redfin.com/MA/Cambridge/66-Oxford-St-02138/unit-1/home/40417444,73033448,42.3811757,-71.1160948,0.876510182
